Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980
NER,Niger,NE,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-25,55806908"
NER,Niger,NE,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"366,3323234"
NER,Niger,NE,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"391,8903925"
NER,Niger,NE,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-1,018867925"
NER,Niger,NE,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"14,60377358"
NER,Niger,NE,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"15,62264151"
NER,Niger,NE,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-277,3"
NER,Niger,NE,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-11,05451569"
NER,Niger,NE,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
NGA,Nigeria,NG,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
NGA,Nigeria,NG,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
NGA,Nigeria,NG,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"30445,47082"
NGA,Nigeria,NG,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"60592,52614"
NGA,Nigeria,NG,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"48410,74171"
NGA,Nigeria,NG,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"6427,026339"
NGA,Nigeria,NG,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"41983,71537"
NGA,Nigeria,NG,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"12000,25545"
NGA,Nigeria,NG,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"6660,265198"
NGA,Nigeria,NG,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"5339,990247"
NGA,Nigeria,NG,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"18842,08848"
NGA,Nigeria,NG,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"14551,46965"
NGA,Nigeria,NG,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"79,89556599"
NGA,Nigeria,NG,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"10,60696219"
NGA,Nigeria,NG,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"69,2886038"
NGA,Nigeria,NG,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"19,80484428"
NGA,Nigeria,NG,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"10,99189227"
NGA,Nigeria,NG,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"8,812952005"
NGA,Nigeria,NG,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"31,09639039"
NGA,Nigeria,NG,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"24,01528799"
NGA,Nigeria,NG,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-2230,337094"
NGA,Nigeria,NG,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"12580,59636"
NGA,Nigeria,NG,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"14810,93346"
NGA,Nigeria,NG,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-3,680878214"
NGA,Nigeria,NG,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"20,76262068"
NGA,Nigeria,NG,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"24,4434989"
NGA,Nigeria,NG,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"5361,541692"
NGA,Nigeria,NG,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"8,848519832"
NGA,Nigeria,NG,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
RWA,Rwanda,RW,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
RWA,Rwanda,RW,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
RWA,Rwanda,RW,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"1350,354817"
RWA,Rwanda,RW,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"1246,409373"
RWA,Rwanda,RW,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"1300,966812"
RWA,Rwanda,RW,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"220,1335085"
RWA,Rwanda,RW,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"1080,833303"
RWA,Rwanda,RW,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"163,0369435"
RWA,Rwanda,RW,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"123,7435225"
RWA,Rwanda,RW,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"39,29342105"
RWA,Rwanda,RW,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"165,3000065"
RWA,Rwanda,RW,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"319,2000126"
RWA,Rwanda,RW,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"104,3771685"
RWA,Rwanda,RW,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"17,66141312"
RWA,Rwanda,RW,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"86,71575541"
RWA,Rwanda,RW,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"13,08052932"
RWA,Rwanda,RW,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"9,927999995"
RWA,Rwanda,RW,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"3,15252933"
RWA,Rwanda,RW,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"13,26209591"
RWA,Rwanda,RW,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"25,60956452"
RWA,Rwanda,RW,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-42,65475274"
RWA,Rwanda,RW,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"179,1499615"
RWA,Rwanda,RW,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"221,8047142"
RWA,Rwanda,RW,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-3,422210524"
RWA,Rwanda,RW,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"14,3732842"
RWA,Rwanda,RW,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"17,79549473"
RWA,Rwanda,RW,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-47,90001098"
RWA,Rwanda,RW,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-3,843040017"
RWA,Rwanda,RW,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
STP,Sao Tome and Principe,ST,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
STP,Sao Tome and Principe,ST,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
STP,Sao Tome and Principe,ST,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"76,86515857"
STP,Sao Tome and Principe,ST,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"68,56764606"
STP,Sao Tome and Principe,ST,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"55,24367912"
STP,Sao Tome and Principe,ST,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"15,92687968"
STP,Sao Tome and Principe,ST,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"39,31679944"
STP,Sao Tome and Principe,ST,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"14,72762098"
STP,Sao Tome and Principe,ST,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,0
STP,Sao Tome and Principe,ST,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,0
STP,Sao Tome and Principe,ST,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"11,88908126"
STP,Sao Tome and Principe,ST,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"35,01153431"
STP,Sao Tome and Principe,ST,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"80,56814297"
STP,Sao Tome and Principe,ST,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"23,22798082"
STP,Sao Tome and Principe,ST,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"57,34016215"
STP,Sao Tome and Principe,ST,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"21,4789654"
STP,Sao Tome and Principe,ST,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,0
STP,Sao Tome and Principe,ST,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,0
STP,Sao Tome and Principe,ST,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"17,33919996"
STP,Sao Tome and Principe,ST,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"51,06130415"
STP,Sao Tome and Principe,ST,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-10,83726975"
STP,Sao Tome and Principe,ST,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"20,82060385"
STP,Sao Tome and Principe,ST,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"31,6578736"
STP,Sao Tome and Principe,ST,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-15,80522356"
STP,Sao Tome and Principe,ST,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"30,3650556"
STP,Sao Tome and Principe,ST,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"46,17027916"
STP,Sao Tome and Principe,ST,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-13,64646127"
STP,Sao Tome and Principe,ST,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-19,90218719"
STP,Sao Tome and Principe,ST,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
SEN,Senegal,SN,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
SEN,Senegal,SN,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
SEN,Senegal,SN,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"2676,418227"
SEN,Senegal,SN,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"3503,275471"
SEN,Senegal,SN,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"3428,554896"
SEN,Senegal,SN,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"867,3677031"
SEN,Senegal,SN,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"2561,187193"
SEN,Senegal,SN,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"581,21906"
SEN,Senegal,SN,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"400,5357785"
SEN,Senegal,SN,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"180,6832815"
SEN,Senegal,SN,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"837,2302158"
SEN,Senegal,SN,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"1343,728701"
SEN,Senegal,SN,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"97,86712249"
SEN,Senegal,SN,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"24,75876392"
SEN,Senegal,SN,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"73,10835858"
SEN,Senegal,SN,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"16,59073244"
SEN,Senegal,SN,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"11,43317966"
SEN,Senegal,SN,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"5,157552782"
SEN,Senegal,SN,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"23,89849793"
SEN,Senegal,SN,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"38,35635286"
SEN,Senegal,SN,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-244,6989777"
SEN,Senegal,SN,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"653,398334"
SEN,Senegal,SN,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"898,0973116"
SEN,Senegal,SN,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-6,984862587"
SEN,Senegal,SN,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"18,65106925"
SEN,Senegal,SN,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"25,63593183"
SEN,Senegal,SN,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-431,6546763"
SEN,Senegal,SN,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-12,32145973"
SEN,Senegal,SN,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
SYC,Seychelles,SC,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
SYC,Seychelles,SC,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
SYC,Seychelles,SC,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"334,2119759"
SYC,Seychelles,SC,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"147,3572147"
SYC,Seychelles,SC,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"123,43651"
SYC,Seychelles,SC,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"42,24063079"
SYC,Seychelles,SC,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"81,19587919"
SYC,Seychelles,SC,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"56,46164316"
SYC,Seychelles,SC,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"44,04450904"
SYC,Seychelles,SC,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"12,41713412"
SYC,Seychelles,SC,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"73,27967209"
SYC,Seychelles,SC,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"105,8206025"
SYC,Seychelles,SC,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"83,76685883"
SYC,Seychelles,SC,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"28,665465"
SYC,Seychelles,SC,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"55,10139383"
SYC,Seychelles,SC,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"38,31617155"
SYC,Seychelles,SC,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"29,88961832"
SYC,Seychelles,SC,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"8,426553223"
SYC,Seychelles,SC,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"49,72927335"
SYC,Seychelles,SC,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"71,81229824"
SYC,Seychelles,SC,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-8,131291928"
SYC,Seychelles,SC,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"55,85052492"
SYC,Seychelles,SC,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"63,98181685"
SYC,Seychelles,SC,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-5,518081993"
SYC,Seychelles,SC,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"37,90145263"
SYC,Seychelles,SC,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"43,41953463"
SYC,Seychelles,SC,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-16,22480103"
SYC,Seychelles,SC,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-11,01052369"
SYC,Seychelles,SC,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
SLE,Sierra Leone,SL,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
SLE,Sierra Leone,SL,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
SLE,Sierra Leone,SL,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"1296,685549"
SLE,Sierra Leone,SL,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"1700,962828"
SLE,Sierra Leone,SL,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"1131,991287"
SLE,Sierra Leone,SL,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"89,2550954"
SLE,Sierra Leone,SL,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"1042,736192"
SLE,Sierra Leone,SL,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"206,7060341"
SLE,Sierra Leone,SL,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"137,1689804"
SLE,Sierra Leone,SL,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"69,53705366"
